npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
2107916710,BRAY,DAVID,DEMOREST,GA,Internal Medicine,S,ENALAPRIL MALEATE,ENALAPRIL MALEATE,"",24,72.0,2160,779.67,"",#,"",#,"","","",= 31.0
-2127490427,RANDHAWA,M,HORNELL,NY,Internal Medicine,S,CELECOXIB,CELECOXIB,"",28,28.0,840,2206.39,"",*,28,"",28.0,840,2206.39,= 52.0
-1763932760,HOUSLEY,GEORGE,TUPELO,MS,Rheumatology,S,OMEPRAZOLE,OMEPRAZOLE,24,137,167.0,5010,763.35,"",#,85,"",101.0,3030,456.11,= 38.0
-2137354740,KATHROTIA,MITESH,FREEHOLD,NJ,Family Practice,S,SIMVASTATIN,SIMVASTATIN,"",12,24.0,720,50.3,"",*,"",*,"","","",= 35.0
-1985735297,GOTTSCHALK,WILLIAM,BALTIMORE,MD,Student in an Organized Health Care Education/Training Program,T,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,"",14,16.0,480,36.37,"",*,"",*,"","","",= 38.0
2147374506,KOGAN,FAINA,BROOKLYN,NY,Internal Medicine,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,37,183,258.0,7724,2209.42,"",#,171,"",246.0,7364,2120.3,= 44.0
-2016072774,BASTIEN,SEM,TAMPA,FL,Nurse Practitioner,S,CARVEDILOL,CARVEDILOL,18,29,81.0,2430,280.93,18,"",29,"",81.0,2430,280.93,= 50.0
2006844774,BETTING,GARY,BISMARCK,ND,Family Practice,S,IRBESARTAN,IRBESARTAN,"",33,43.0,845,393.7,"",*,"",*,"","","",= 43.0
-2006202318,GLASSMAN,RICHARD,AURORA,CO,Family Practice,S,FELODIPINE ER,FELODIPINE,"",11,11.0,330,351.23,"",*,11,"",11.0,330,351.23,= 44.0
-2006201907,MAHALINGASHETTY,ARPANA,FORT WAYNE,IN,Pulmonary Disease,S,SPIRIVA RESPIMAT,TIOTROPIUM BROMIDE,12,17,27.0,810,8269.13,"",#,"",#,"","","",= 36.0
-1531545053,TANNA,SALONI,GAINESVILLE,GA,Medical Oncology,S,LISINOPRIL,LISINOPRIL,"",25,31.0,907,35.65,"",#,"",#,"","","",= 48.0
-1642452656,SIMMONS,JENA,MC MURRAY,PA,Nurse Practitioner,S,ATENOLOL,ATENOLOL,"",28,52.4,1572,202.81,"",*,28,"",52.4,1572,202.81,= 40.0
2117980995,HUYETT MEAD,REBECCA,ROYERSFORD,PA,Family Practice,S,WARFARIN SODIUM,WARFARIN SODIUM,16,109,156.1,4561,1499.84,"",#,86,"",125.1,3706,1112.83,= 41.0
-1935624847,DENNISON,ALLEN,BARRINGTON,RI,Internal Medicine,S,PROAIR HFA,ALBUTEROL SULFATE,"",18,21.6,549,1198.09,"",#,"",#,"","","",= 41.0
-1400204112,DOMDERA,RICHARD,FAIRLAWN,OH,Family Practice,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,44,138,399.0,11970,829.78,"",#,"",#,"","","",= 43.0
-1339622637,COHN,PETER,FALL RIVER,MA,Cardiovascular Disease (Cardiology),S,DILTIAZEM HCL,DILTIAZEM HCL,"",22,28.5,825,302.59,"",#,"",#,"","","",= 51.0
-1379668953,CHAN,JOANN,LOS ANGELES,CA,Physician Assistant,S,CLONIDINE HCL,CLONIDINE HCL,12,36,44.0,1260,191.9,"",#,"",#,"","","",= 49.0
-1985164653,ST CLAIR,BARBARA,ZANESVILLE,OH,Nurse Practitioner,S,TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,"",14,14.0,295,74.87,0,"",0,"",0.0,0,0.0,= 52.0
2086611183,ANDERSON,MARY,BATESVILLE,AR,Family Practice,S,LINZESS,LINACLOTIDE,"",23,35.0,1050,10923.15,"",*,"",*,"","","",= 40.0
-1571836948,LEON,PATRICIA,MIAMI,FL,Internal Medicine,T,NITROFURANTOIN MONO-MACRO,NITROFURANTOIN MONOHYD/M-CRYST,17,20,20.0,140,609.2,17,"",20,"",20.0,140,609.2,= 42.0
-1632399412,DAVANLOO,HEDIEH,ARLINGTON,TX,Internal Medicine,S,TOPROL XL,METOPROLOL SUCCINATE,"",11,33.0,990,531.66,"",*,11,"",33.0,990,531.66,= 34.0
-1662786720,JAFFE,HARRY,EVANSTON,IL,Internal Medicine,S,ALLOPURINOL,ALLOPURINOL,25,79,229.0,6855,1260.34,25,"",79,"",229.0,6855,1260.34,= 40.0
-2066695715,ESFANDI,SIAMAC,LAKEWOOD,CO,Neurology,S,METHYLPREDNISOLONE SOD SUCC,METHYLPREDNISOLONE SOD SUCC,"",14,14.0,315,568.08,0,"",0,"",0.0,0,0.0,= 30.0
-1359767197,MUROFF,JEFFREY,RONKONKOMA,NY,Podiatry,S,AMMONIUM LACTATE,AMMONIUM LACTATE,40,57,85.5,2360,1116.62,"",#,46,"",74.5,2069,946.86,= 43.0
-1359819362,HOGAN,MARY,BOLIVAR,MO,Family Practice,S,AZITHROMYCIN,AZITHROMYCIN,28,33,33.0,171,216.84,"",#,"",#,"","","",= 31.0
-2076020567,MAVASHEV,FELIKS,CHICAGO,IL,Internal Medicine,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,"",38,38.0,1067,175.26,"",*,38,"",38.0,1067,175.26,= 38.0
-1782996702,KOENES,SARA,MUSKEGON,MI,Physician Assistant,S,CIMETIDINE,CIMETIDINE HCL,"",12,12.0,360,385.61,0,"",0,"",0.0,0,0.0,= 53.0
-1844679287,DICRANIAN,WENDY,SKOWHEGAN,ME,Nurse Practitioner,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,24,99,195.0,5811,3987.2,"",#,"",#,"","","",= 48.0
-1874955641,MORGANS,ALICIA,CHICAGO,IL,Hematology-Oncology,S,DEXAMETHASONE,DEXAMETHASONE,25,129,136.8,3933,1190.0,"",#,"",#,"","","",= 50.0
-1378990499,RANSOM,C,SEARCY,AR,Family Practice,S,MEMANTINE HCL,MEMANTINE HCL,21,119,133.1,3991,4367.74,"",#,"",#,"","","",= 45.0
-1501205430,FIFE,JASON,LAYTON,UT,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,"",29,39.0,1154,111.69,"",#,"",#,"","","",= 33.0
-1400212386,GEIGER,PAUL,BRASON WEST,MO,Family Practice,S,FENTANYL,FENTANYL,15,131,131.1,3862,12287.85,"",*,45,"",45.0,1351,4321.15,= 40.0
-1460760788,BOZIK,LISA,SAVANNAH,GA,Internal Medicine,S,METFORMIN HCL,METFORMIN HCL,51,212,319.4,9539,1557.15,39,"",166,"",253.2,7578,1344.07,= 42.0
-1814433336,HERBERT,WILLIAM,HERMITAGE,PA,Family Practice,S,NIFEDIPINE ER,NIFEDIPINE,"",20,32.0,960,731.75,"",*,20,"",32.0,960,731.75,= 48.0
-1489986899,FRONTERHOUSE,SHAWN,ALBUQUERQUE,NM,Physician Assistant,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,14,14,14.0,140,237.98,"",#,"",#,"","","",= 36.0
-2026481957,MASCARO,GUARI,MIAMI,FL,General Practice,S,ALLOPURINOL,ALLOPURINOL,"",39,40.0,1200,398.33,"",*,20,"",21.0,630,189.11,= 54.0
-1753521317,GAYFIELD,RYAN,SHERBURNE,NY,Nurse Practitioner,S,LANSOPRAZOLE,LANSOPRAZOLE,"",39,39.0,1095,1835.58,"",*,26,"",26.0,705,1442.06,= 44.0
-1400252590,PENNINGTON,DOUGLAS,JACKSONVILLE,FL,Family Practice,S,ALCOHOL PREP PADS,ALCOHOL ANTISEPTIC PADS,12,29,72.7,2150,2803.32,"",*,16,"",38.0,1110,1603.31,= 39.0
-1864753212,SMITH,DIONNE,STAMFORD,CT,Family Practice,S,TRAMADOL HCL,TRAMADOL HCL,"",12,15.5,338,51.52,"",*,12,"",15.5,338,51.52,= 47.0
-1420371351,PINNAMANENI,LENIN,HUNTINGTON,TX,Internal Medicine,S,TRI-SPRINTEC,NORGESTIMATE-ETHINYL ESTRADIOL,"",12,12.0,336,102.84,0,"",0,"",0.0,0,0.0,= 54.0
-1652769718,SMITH,RYAN,GRASS VALLEY,CA,Cardiovascular Disease (Cardiology),S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,58,267,435.0,13050,1791.25,"",#,248,"",410.0,12300,1702.07,= 31.0
-1430501361,EREN,ITRI,LORAIN,OH,Internal Medicine,S,CALCITONIN-SALMON,"CALCITONIN,SALMON,SYNTHETIC","",31,31.0,922,1911.23,"",*,31,"",31.0,922,1911.23,= 55.0
-2006365068,GONZALEZ RIOS,EDIL,SAN JUAN,PR,Dermatology,S,MUPIROCIN,MUPIROCIN,22,24,24.0,317,294.0,"",#,"",#,"","","",= 38.0
-1622519799,BONDURANT,WILLIAM,EDMOND,OK,Family Practice,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,40,124,305.0,9150,1267.34,"",#,"",#,"","","",= 48.0
-1339608802,AVERETT,WILLIAM,CONCORD,NC,Internal Medicine,S,OMEPRAZOLE,OMEPRAZOLE,"",17,17.0,510,133.74,"",#,"",#,"","","",= 50.0
2096862990,HOLTAN,DANIEL,WASHINGTON,DC,Family Practice,S,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,"",44,44.0,1320,264.13,"",*,22,"",22.0,660,122.38,= 37.0
-2107303353,KHAN,VAJIH,ALTAMONTE SPRINGS,FL,Internal Medicine,S,PREMARIN,"ESTROGENS, CONJUGATED","",16,16.0,480,4211.18,"",#,"",#,"","","",= 33.0
-1804317047,WHITE,JOE,JOSHUA,TX,General Practice,S,NYAMYC,NYSTATIN,"",13,13.0,65,370.5,"",*,13,"",13.0,65,370.5,= 39.0
-1319415566,TERLINGO,MARLENE,ORWIGSBURG,PA,Family Practice,S,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,64,270,374.0,11196,2911.0,51,"",226,"",320.0,9576,2618.05,= 43.0
-1945611941,BOONE,JAMES,FORT BELVOIR,VA,Physician Assistant,S,CEPHALEXIN,CEPHALEXIN,20,20,20.0,158,154.29,"",#,"",#,"","","",= 48.0
-1642738253,GLATT,DANIEL,BURLINGAME,CA,Internal Medicine,S,FENTANYL,FENTANYL,33,254,254.4,7498,37220.71,21,"",169,"",169.3,4989,22646.67,= 41.0
-1591072761,WUNG,LAURA,BOSTON,MA,Internal Medicine,S,LANTUS SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG","",26,43.7,1300,10674.32,"",#,"",#,"","","",= 40.0
-1925422203,KAMINSKA,AGATA,CORDOVA,TN,Nurse Practitioner,S,LITHIUM CARBONATE,LITHIUM CARBONATE,"",19,19.0,570,164.57,0,"",0,"",0.0,0,0.0,= 53.0
-1713308615,HAYDEL,RICHARD,HOUMA,LA,Family Practice,S,DIGOXIN,DIGOXIN,"",42,60.0,1800,1452.32,"",*,42,"",60.0,1800,1452.32,= 48.0
-1854596257,GENEREUX,MELADY,FALL RIVER,MA,Nurse Practitioner,S,PREDNISONE,PREDNISONE,"",12,12.2,217,117.39,"",*,"",*,"","","",= 39.0
-1662937471,MCGEORGE,LAURA,BOISE,ID,Internal Medicine,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,11,31,91.0,2730,787.43,"",#,"",#,"","","",= 43.0
-1783160219,GETTYS,JACQUELINE,EWING,NJ,Internal Medicine,S,NAMENDA XR,MEMANTINE HCL,"",47,47.0,658,8585.99,"",*,47,"",47.0,658,8585.99,= 48.0
-1773060535,HAMAD,JOSEPH,CINCINNATI,OH,Internal Medicine,S,OXYBUTYNIN CHLORIDE ER,OXYBUTYNIN CHLORIDE,"",17,17.0,510,919.29,"",*,17,"",17.0,510,919.29,= 31.0
-2016383131,NAIDU,RAANA,GREENVILLE,SC,Family Practice,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,26,78,206.0,6180,1025.47,"",#,"",#,"","","",= 49.0
-2046699629,BRONNER,JASON,BOISE,ID,Internal Medicine,S,QVAR,BECLOMETHASONE DIPROPIONATE,"",12,24.0,720,3131.35,"",*,"",*,"","","",= 43.0
-1965726761,MARCHELEOVICH,MARLO,SOMERSET,PA,Family Practice,S,CILOSTAZOL,CILOSTAZOL,"",15,21.0,605,214.46,"",*,15,"",21.0,605,214.46,= 39.0
-1369888842,WELTON,STEPHEN,SIKESTON,MO,Internal Medicine,S,ATENOLOL,ATENOLOL,"",44,46.0,1380,106.62,"",*,29,"",31.0,930,60.93,= 54.0
-1309302049,TOLLISON,RONALD,GREER,SC,Family Practice,S,AMOXICILLIN,AMOXICILLIN,38,44,44.0,434,185.21,22,"",25,"",25.0,244,114.1,= 41.0
-1531548303,LOPEZ,DAVID,SAN ANTONIO,TX,Family Practice,S,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,"",13,29.0,870,1369.76,"",*,13,"",29.0,870,1369.76,= 40.0
-1763842579,STOCKMAN,KAREN,WESTMINSTER,CO,Nurse Practitioner,S,PROAIR HFA,ALBUTEROL SULFATE,"",12,12.0,360,494.97,"",#,"",#,"","","",= 33.0
2127088185,MURPHY,TAMARA,HARRISBURG,PA,Physician Assistant,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,"",39,75.0,2250,197.8,"",*,27,"",57.0,1710,132.07,= 46.0
-1925537498,VEERAMACHANENI,RAVI,BREWSTER,NY,Internal Medicine,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,"",28,56.0,1657,556.39,"",#,"",#,"","","",= 52.0
-1450468456,MINANO,CECILIA,GLEN RIDGE,NJ,Gastroenterology,S,OMEPRAZOLE,OMEPRAZOLE,79,204,361.5,10729,2465.28,55,"",133,"",244.5,7251,1807.34,= 48.0
-1531477848,BOTH,JOHN,MAUMEE,OH,Family Practice,S,RANITIDINE HCL,RANITIDINE HCL,17,63,99.0,2936,664.77,"",#,"",#,"","","",= 53.0
-1501168312,SIBLEY,ALISON,DALLAS,TX,Internal Medicine,S,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,28,63,110.0,3300,7146.46,"",#,51,"",96.0,2880,5747.76,= 43.0
2086924214,LIVERMORE,JENNIFER,LINCOLN,NE,Nurse Practitioner,S,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,11,27,27.0,618,1128.37,"",*,"",*,"","","",= 50.0
-1935603528,ENRIQUE,LOUIS,ANTIOCH,CA,Internal Medicine,S,FENOFIBRATE,FENOFIBRATE,"",32,51.0,1530,1394.87,"",*,21,"",39.0,1170,1056.76,= 51.0
-1602885061,OLAYEMI,GBEMISOLA,HOUMA,LA,Student in an Organized Health Care Education/Training Program,T,CARVEDILOL,CARVEDILOL,"",13,25.0,750,113.18,"",*,13,"",25.0,750,113.18,= 51.0
-1592208365,HUGHES,LOUIS,BAYTOWN,TX,Family Practice,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,28,95,225.0,6750,601.21,"",#,83,"",201.0,6030,546.46,= 43.0
-1632484344,WILLIAMSON,RONALD,GROSSE POINTE FARMS,MI,Family Practice,S,JANUVIA,SITAGLIPTIN PHOSPHATE,"",30,54.5,1635,19398.92,"",#,"",#,"","","",= 41.0
-1521452655,ARAKELIAN,RONALD,TURLOCK,CA,Internal Medicine,S,RANITIDINE HCL,RANITIDINE HCL,"",17,19.7,580,109.13,"",#,"",#,"","","",= 55.0
-1652802634,WOMACK,GLENN,FLEMINGSBURG,KY,Family Practice,S,ALPRAZOLAM,ALPRAZOLAM,39,270,282.5,8351,1964.32,"",#,216,"",228.5,6756,1692.08,= 48.0
-1349766961,SINATRA,LAWRENCE,WILLIAMSVILLE,NY,Family Practice,S,PROPRANOLOL HCL ER,PROPRANOLOL HCL,"",11,21.0,630,1411.09,"",*,11,"",21.0,630,1411.09,= 31.0
-1844448091,WOODS,DAHLIA,STANFORD,CA,Psychiatry & Neurology,T,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,"",13,15.0,427,161.43,"",*,"",*,"","","",= 52.0
-1945758396,DAHLBERG,PAUL,SAINT PAUL,MN,Allergy/ Immunology,S,AZELASTINE HCL,AZELASTINE HCL,75,157,182.8,5025,7801.69,54,"",113,"",132.5,3630,6317.3,= 48.0
-1470901489,ZAMOT-LOURIDO,ROBERTO,QUEBRADILLAS,PR,General Practice,S,ATENOLOL,ATENOLOL,20,102,150.0,4500,363.89,"",#,71,"",103.0,3090,256.87,= 45.0
-1915420845,GIULIANO,MICHAEL,NUTLEY,NJ,Family Practice,S,SPIRONOLACTONE,SPIRONOLACTONE,15,52,82.0,2460,618.34,"",#,30,"",44.0,1320,275.91,= 51.0
2127062165,MCNAUGHTON,TIMOTHY,APPLE VALLEY,CA,Emergency Medicine,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,46,48,48.0,151,361.14,32,"",33,"",33.0,105,230.49,= 33.0
-2016443985,ARRASIN,CYNTHIA,BALDWINVILLE,MA,Nurse Practitioner,S,FENTANYL,FENTANYL,"",31,31.0,688,2849.85,"",#,"",#,"","","",= 53.0
-1379798247,CALLOWAY,KATHERINE,CHARLESTON,WV,Family Practice,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,16,53,159.0,4770,1708.24,"",#,"",#,"","","",= 47.0
-1794104171,HUGHES,WILLIAM,FAYETTEVILLE,TN,Family Practice,S,RISPERDAL CONSTA,RISPERIDONE MICROSPHERES,"",22,22.0,311,9354.34,"",*,22,"",22.0,311,9354.34,= 38.0
-1773959390,BARBATO,MARCIE,CANTON,NY,Nurse Practitioner,S,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,"",14,14.0,420,79.99,0,"",0,"",0.0,0,0.0,= 39.0
-2127563481,ANDERSON,MILES,PALATKA,FL,Internal Medicine,S,LIVALO,PITAVASTATIN CALCIUM,"",19,42.9,1284,7756.56,"",*,19,"",42.9,1284,7756.56,= 35.0
2086705587,TEKOLA,ABRHAM,CARMICHAEL,CA,Family Practice,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,26,86,192.0,5760,2927.23,"",#,75,"",165.0,4950,2052.59,= 31.0
-1591123392,SHAMBLAW,DAVID,SAN DIEGO,CA,Family Practice,S,AZELASTINE HCL,AZELASTINE HCL,"",28,37.0,1110,1377.58,"",*,"",*,"","","",= 49.0
-1693231175,ALLEN,STACY,RALEIGH,NC,Physician Assistant,S,MYRBETRIQ,MIRABEGRON,"",17,23.0,690,6639.61,"",*,17,"",23.0,690,6639.61,= 52.0
-2086773839,MCLEAN,NICHOLAS,WINSTON SALEM,NC,Internal Medicine,T,FUROSEMIDE,FUROSEMIDE,"",12,18.0,540,88.0,"",*,"",*,"","","",= 52.0
2076576527,BUI,HUNGANH,LIVINGSTON,TX,Family Practice,S,BUSPIRONE HCL,BUSPIRONE HCL,20,72,88.0,2603,592.81,"",#,47,"",61.0,1793,245.52,= 54.0
-2127201588,GRAVES,KEVIN,BARLOW,KY,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,11,40,48.0,1440,80.42,"",*,29,"",33.0,990,54.43,= 37.0
-1985087655,COLON-RENTA,MELBA,HIALEAH,FL,Internal Medicine,S,ELIQUIS,APIXABAN,"",21,21.0,577,6431.18,"",*,21,"",21.0,577,6431.18,= 37.0
-1834633718,CORBALA,ALMA,MAYAGUEZ,PR,Internal Medicine,S,METOLAZONE,METOLAZONE,"",26,26.0,778,730.89,"",*,26,"",26.0,778,730.89,= 53.0
2016911529,DETESCO,THOMAS,BOARDMAN,OH,Internal Medicine,S,DONEPEZIL HCL,DONEPEZIL HCL,15,52,122.0,3635,1361.17,15,"",52,"",122.0,3635,1361.17,= 44.0
-2086162895,BECKNER,DANIEL,ISLAND CITY,OR,Optometry,S,RESTASIS,CYCLOSPORINE,"",28,28.0,780,11124.39,"",*,28,"",28.0,780,11124.39,= 37.0
-1642721053,COLON,MANUEL,CAROLINA,PR,Emergency Medicine,S,PREDNISONE,PREDNISONE,13,13,13.0,64,51.64,"",*,"",*,"","","",= 46.0
-2056786607,GONZALEZ,JAIME,POMONA,CA,Family Practice,S,GLIPIZIDE,GLIPIZIDE,36,144,314.0,9420,1324.23,"",#,131,"",285.0,8550,1147.9,= 34.0
-1349614251,EVANS,FRANK,FORT GIBSON,OK,Dentist,T,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,12,17,17.0,71,127.51,"",*,"",*,"","","",= 38.0
-1581724547,ALBRECHT,CATHERINE,NEW BRUNSWICK,NJ,Nurse Practitioner,S,DILANTIN,PHENYTOIN SODIUM EXTENDED,"",26,38.0,1140,1422.87,"",*,"",*,"","","",= 34.0
-1975913324,SAYLOR,BRUCE,LONG BEACH,MS,Family Practice,S,IRBESARTAN,IRBESARTAN,"",15,21.0,628,154.19,"",#,"",#,"","","",= 49.0
-1379673572,WORTMAN,WILLIAM,ANKENY,IA,Internal Medicine,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,30,77,79.0,1615,2230.99,"",#,65,"",67.0,1305,1769.02,= 49.0
-2016348185,MULTACK,SCOTT,LA GRANGE HIGHLANDS,IL,Obstetrics & Gynecology,S,RISEDRONATE SODIUM DR,RISEDRONATE SODIUM,"",20,36.2,1074,6054.69,"",*,20,"",36.2,1074,6054.69,= 30.0
-2107359307,BRABSTON,TIMOTHY,POMPTON LAKES,NJ,Internal Medicine,S,DEXTROAMPHETAMINE SULFATE ER,DEXTROAMPHETAMINE SULFATE,"",12,12.0,360,895.82,"",*,12,"",12.0,360,895.82,= 50.0
-1874056763,MARWAHA,JATINDER,SAN RAMON,CA,Internal Medicine,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,19,52,58.0,1705,599.29,"",#,"",#,"","","",= 30.0
-1794891651,SCHMIDT,JONATHAN,INDIANAPOLIS,IN,Family Practice,S,ELIQUIS,APIXABAN,"",16,16.0,480,5763.56,"",*,16,"",16.0,480,5763.56,= 33.0
-1814224694,TULI,RAMAN,GAITHERSBURG,MD,Family Practice,S,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,"",11,11.0,315,575.23,"",*,11,"",11.0,315,575.23,= 54.0
-1561864141,GILLAN,ERNEST,PAOLI,PA,Family Practice,S,ELIQUIS,APIXABAN,"",12,28.0,806,9330.5,"",*,12,"",28.0,806,9330.5,= 34.0
2117923540,JOHNSON,CHERYL,FORT MYERS,FL,Internal Medicine,S,LEVOFLOXACIN,LEVOFLOXACIN,24,24,24.0,138,264.69,"",#,"",#,"","","",= 35.0
-1945712202,NELSON,MICHAEL,PORTER RANCH,CA,Internal Medicine,S,LIDOCAINE,LIDOCAINE,"",16,16.0,398,3471.36,"",*,16,"",16.0,398,3471.36,= 51.0
2147236507,VOGENTHALER,NICHOLAS,MINNEAPOLIS,MN,Infectious Disease,S,JANUVIA,SITAGLIPTIN PHOSPHATE,"",12,12.0,360,4369.94,0,"",0,"",0.0,0,0.0,= 47.0
-2016454528,FRIGON MD PA,JACQUELYN SUE,PINE BLUFF,AR,Neurology,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,"",16,16.0,480,235.64,"",*,"",*,"","","",= 42.0
2107866559,HAGUES,MICHAEL,COLUMBUS,GA,Emergency Medicine,S,TRAZODONE HCL,TRAZODONE HCL,21,22,22.0,412,99.76,"",#,"",#,"","","",= 32.0
-1955821671,WALENGA,AMY,HYANNIS,MA,Nurse Practitioner,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,"",11,11.0,330,304.04,"",*,"",*,"","","",= 31.0
-1440621836,ANNAMALAI,SEKAR,PEORIA,AZ,Internal Medicine,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,29,56,109.0,3270,762.18,"",#,"",#,"","","",= 41.0
2016979617,JOHANSON,JAMES,CHANHASSEN,MN,Family Practice,S,FUROSEMIDE,FUROSEMIDE,"",27,39.5,1115,64.17,"",*,27,"",39.5,1115,64.17,= 36.0
-1521306472,KEEGAN,DENISE,FEASTERVILLE TREVOSE,PA,Nurse Practitioner,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,18,64,66.0,1863,1896.08,"",#,"",#,"","","",= 51.0
-2016427155,RAHMAN,AZIZ,CENTRALIA,IL,Pulmonary Disease,S,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,33,194,284.0,8493,1283.49,"",#,174,"",264.0,7893,1208.49,= 31.0
2026489492,PATEL,KRISHNA,STERLING HEIGHTS,MI,Nurse Practitioner,S,GEMFIBROZIL,GEMFIBROZIL,"",14,14.0,420,121.77,"",*,"",*,"","","",= 38.0
-1743722083,EVERSLEY,DONNA,GLEN BURNIE,MD,Internal Medicine,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,58,175,493.0,14790,4021.06,"",#,163,"",461.0,13830,3692.86,= 52.0
-1501919533,HEDLUND,LAURA,MOUNT AIRY,NC,Physician Assistant,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,24,59,76.8,2304,664.83,"",#,46,"",59.8,1794,541.62,= 31.0
-1854821980,DORO,DANIELLE,GREELEY,CO,Internal Medicine,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,"",20,34.0,1020,350.73,"",*,20,"",34.0,1020,350.73,= 37.0
-1854837661,SCHNEIDER,HORACE,CAPE GIRARDEAU,MO,Gastroenterology,S,COLESTIPOL HCL,COLESTIPOL HCL,"",31,35.0,1048,1343.82,"",#,"",#,"","","",= 31.0
-1359647721,FIGURES,KOYIA,WEST MEMPHIS,AR,Internal Medicine,S,FLUOXETINE HCL,FLUOXETINE HCL,"",13,27.0,811,194.02,"",*,"",*,"","","",= 54.0
-1460677477,FERRANTI,AMY,SCRANTON,PA,Physician Assistant,S,HYDROCORTISONE,HYDROCORTISONE,"",13,13.0,118,46.8,"",*,13,"",13.0,118,46.8,= 30.0
2056377409,MILLER,JOHN,GARDEN CITY,SC,Physician Assistant,S,VENTOLIN HFA,ALBUTEROL SULFATE,11,24,24.0,556,1261.01,"",*,11,"",11.0,270,569.8,= 39.0
-1612400439,BELHASEN,SARAH,PAINTSVILLE,KY,Family Practice,S,POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350,17,84,84.0,2119,1436.46,"",#,"",#,"","","",= 54.0
-1479996741,KLIMECKI,RICHARD,TROY,MI,Podiatry,S,CICLOPIROX,CICLOPIROX,31,50,52.0,1361,1374.75,"",#,37,"",39.0,1006,1190.68,= 35.0
-2117376299,ZAMANIGIAN,GARY,TRENTON,MI,Family Practice,S,METFORMIN HCL,METFORMIN HCL,35,122,210.0,6240,378.59,"",#,"",#,"","","",= 54.0
2046223765,HARVEY,MARTIN,COLLINS,MS,Family Practice,S,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,21,150,188.0,5640,2941.99,"",#,"",#,"","","",= 52.0
-1884079597,REVIS,SHELEY,CHARLOTTE,NC,Internal Medicine,S,IRBESARTAN,IRBESARTAN,"",23,39.0,1169,222.66,"",*,23,"",39.0,1169,222.66,= 31.0
